job,education,balance,duration,y
retired,secondary,479,82,no
technician,secondary,0,159,no
self-employed,,1179,43,no
student,secondary,0,237,no
student,,7585,123,no
management,tertiary,828,156,yes
technician,secondary,556,460,yes
management,tertiary,583,61,no
management,tertiary,12972,205,yes
technician,tertiary,883,543,no
student,secondary,948,215,yes
housemaid,primary,0,90,no
technician,secondary,1938,193,yes
technician,secondary,9131,532,yes
retired,tertiary,443,441,yes
retired,tertiary,1458,250,no
retired,tertiary,0,170,no
management,tertiary,4859,262,no
entrepreneur,tertiary,347,267,yes
blue-collar,secondary,1797,168,no
management,tertiary,1756,195,yes
admin.,secondary,1046,158,yes
student,secondary,469,273,yes
admin.,secondary,733,126,yes
management,tertiary,377,171,no
blue-collar,secondary,61,744,yes
retired,tertiary,2651,73,no
management,,21,323,no
retired,primary,1943,401,no
technician,secondary,116,79,no
housemaid,primary,67,153,no
student,,3,130,yes
admin.,secondary,745,76,no
retired,secondary,0,412,yes
retired,primary,0,189,yes
technician,secondary,3056,103,no
retired,tertiary,108,624,yes
technician,tertiary,40,359,no
technician,secondary,590,81,yes
services,secondary,38,268,no
retired,secondary,13,36,no
management,tertiary,490,207,yes
retired,primary,2632,368,no
student,tertiary,118,160,yes
self-employed,tertiary,99,83,no
student,secondary,922,81,no
entrepreneur,primary,2287,490,no
services,secondary,162,531,yes
retired,secondary,2626,140,yes
management,tertiary,1198,91,no
management,tertiary,0,187,no
management,tertiary,0,65,no
management,tertiary,6468,730,yes
unemployed,,4565,369,no
retired,,3443,770,yes
management,tertiary,80,434,yes
student,secondary,527,154,no
management,primary,606,589,no
management,tertiary,7918,497,yes
retired,tertiary,4451,133,no
management,tertiary,6116,97,no
management,tertiary,490,394,no
services,secondary,52,351,yes
retired,primary,3033,293,yes
management,tertiary,1022,219,no
student,,480,140,yes
blue-collar,secondary,4321,421,no
management,tertiary,2161,569,yes
management,tertiary,147,234,yes
student,tertiary,13887,199,no
retired,secondary,17739,135,no
retired,secondary,5207,336,no
technician,secondary,3082,285,yes
management,tertiary,495,91,yes
management,tertiary,2,100,yes
entrepreneur,tertiary,315,240,no
retired,primary,1765,290,yes
technician,secondary,1013,170,yes
technician,tertiary,1855,126,yes
management,tertiary,874,152,yes
technician,secondary,1819,169,no
technician,tertiary,865,177,no
retired,primary,425,773,yes
management,tertiary,20585,299,yes
technician,secondary,5102,205,no
admin.,tertiary,2552,74,no
student,tertiary,0,294,yes
admin.,tertiary,1145,75,no
technician,secondary,2152,134,no
technician,secondary,1711,234,yes
housemaid,secondary,4068,314,no
management,tertiary,24,199,no
housemaid,primary,333,321,no
management,tertiary,2081,395,no
management,tertiary,1224,99,no
retired,tertiary,15834,90,no
management,tertiary,1464,194,yes
management,tertiary,22,91,no
admin.,secondary,125,63,no
retired,primary,8897,692,no
retired,primary,121,191,no
management,tertiary,5437,201,yes
admin.,secondary,2061,867,no
retired,secondary,197,1386,no
retired,primary,2398,352,no
retired,secondary,0,189,no
services,secondary,53,78,no
management,,849,667,yes
housemaid,secondary,254,676,no
retired,primary,79,1106,yes
management,tertiary,2983,268,no
unemployed,secondary,12,511,yes
retired,primary,1430,88,no
blue-collar,primary,4415,120,no
management,tertiary,361,411,yes
self-employed,tertiary,6,210,yes
technician,,886,75,no
retired,primary,1965,1003,yes
management,tertiary,0,78,no
retired,primary,163,120,no
retired,primary,1084,201,no
management,tertiary,37378,146,no
self-employed,tertiary,1579,122,no
housemaid,tertiary,93,595,no
blue-collar,tertiary,1830,166,no
management,tertiary,184,206,no
admin.,tertiary,35,76,no
management,tertiary,3872,231,no
retired,primary,2619,181,no
retired,secondary,0,1580,no
services,secondary,129,258,yes
management,tertiary,469,170,yes
admin.,secondary,523,141,no
technician,tertiary,643,324,yes
technician,secondary,2338,717,yes
retired,secondary,3175,115,no
management,tertiary,254,120,no
management,primary,6483,123,no
unemployed,primary,1787,79,no
admin.,tertiary,261,233,no
unemployed,secondary,8304,164,no
technician,tertiary,206,148,yes
retired,primary,1388,513,yes
retired,,1807,373,yes
technician,secondary,69,304,no
management,tertiary,643,287,no
blue-collar,secondary,3792,504,yes
retired,tertiary,2991,344,yes
technician,secondary,10925,270,yes
management,tertiary,2463,183,no
,tertiary,353,110,no
admin.,secondary,865,96,no
blue-collar,secondary,3027,120,no
technician,,0,96,yes
blue-collar,secondary,0,297,yes
student,secondary,23,137,yes
admin.,tertiary,18,114,no
student,tertiary,129,149,yes
management,tertiary,3170,246,no
management,tertiary,3463,96,yes
retired,primary,2,1118,no
retired,tertiary,1742,1092,no
retired,primary,1004,371,yes
technician,tertiary,1727,182,no
admin.,secondary,914,524,yes
self-employed,secondary,0,1707,yes
unemployed,tertiary,685,262,no
management,tertiary,477,377,yes
blue-collar,primary,115,157,no
,tertiary,7687,70,no
student,secondary,1522,368,yes
technician,secondary,3020,358,no
retired,primary,1992,459,no
student,tertiary,3054,204,no
management,tertiary,576,144,no
student,secondary,833,227,no
technician,secondary,580,117,no
unemployed,secondary,1404,85,no
self-employed,tertiary,506,217,yes
housemaid,secondary,360,215,yes
services,secondary,1697,179,yes
technician,tertiary,482,101,no
retired,primary,55,143,no
retired,tertiary,226,136,no
technician,tertiary,6573,126,no
technician,tertiary,1699,178,yes
services,secondary,6279,257,no
technician,tertiary,1527,270,no
housemaid,secondary,3940,171,no
retired,tertiary,2557,89,yes
retired,secondary,2302,345,no
management,tertiary,22867,266,yes
admin.,secondary,4590,131,yes
technician,tertiary,6746,199,yes
management,tertiary,1624,166,yes
blue-collar,secondary,3623,71,yes
unemployed,secondary,2299,39,no
blue-collar,secondary,1230,169,yes
retired,primary,3324,122,yes
management,tertiary,5112,2184,yes
management,tertiary,2671,180,no
admin.,secondary,115,122,no
retired,secondary,1146,259,yes
retired,primary,2863,264,no
technician,secondary,376,193,yes
admin.,secondary,920,130,yes
admin.,secondary,169,301,yes
management,tertiary,3186,380,yes
technician,secondary,972,104,no
self-employed,tertiary,2013,409,yes
management,tertiary,0,187,no
student,secondary,215,325,yes
technician,secondary,6728,232,yes
retired,primary,1840,237,no
blue-collar,secondary,1797,92,no
technician,secondary,1982,160,yes
student,secondary,304,152,no
retired,tertiary,4,415,yes
retired,tertiary,2820,154,yes
management,tertiary,1147,155,yes
blue-collar,secondary,-46,97,no
management,tertiary,1445,271,yes
management,tertiary,11891,821,yes
management,tertiary,481,929,yes
retired,secondary,1761,334,no
retired,primary,103,292,no
self-employed,secondary,360,371,no
student,secondary,1847,390,no
management,tertiary,1623,161,no
technician,secondary,294,265,yes
management,tertiary,1351,267,no
management,tertiary,4402,805,yes
retired,primary,3856,582,yes
management,tertiary,3797,263,no
admin.,secondary,1796,476,yes
retired,secondary,393,103,no
retired,primary,258,221,no
management,tertiary,596,184,no
services,secondary,399,454,no
blue-collar,secondary,1025,116,no
management,tertiary,2764,237,no
admin.,secondary,1595,196,yes
admin.,secondary,212,23,no
admin.,secondary,212,176,no
management,secondary,843,187,yes
management,tertiary,8,176,no
services,secondary,102,111,no
management,tertiary,486,28,no
technician,secondary,4645,502,no
retired,,1934,140,no
self-employed,tertiary,4579,409,yes
management,tertiary,1093,243,yes
management,tertiary,5142,147,no
services,secondary,517,273,no
services,secondary,133,305,yes
admin.,secondary,366,366,yes
management,tertiary,0,426,yes
student,secondary,2245,163,no
management,tertiary,5969,455,yes
retired,secondary,2716,205,no
management,tertiary,1167,122,no
housemaid,secondary,70,164,yes
blue-collar,,51,199,no
retired,secondary,89,477,no
services,secondary,659,390,yes
technician,,387,325,yes
management,tertiary,3951,134,yes
admin.,tertiary,0,155,yes
admin.,secondary,438,176,no
entrepreneur,secondary,3904,403,yes
admin.,secondary,261,254,yes
technician,tertiary,202,313,yes
management,,1708,92,no
management,,264,265,yes
blue-collar,secondary,275,196,no
admin.,tertiary,980,343,no
unemployed,tertiary,953,102,no
management,secondary,1287,511,no
retired,secondary,23421,432,no
management,tertiary,547,577,yes
admin.,tertiary,514,270,no
retired,primary,493,348,no
retired,secondary,852,283,no
technician,secondary,0,146,no
technician,tertiary,1646,261,yes
student,secondary,210,123,no
management,,448,151,yes
management,tertiary,382,148,no
management,tertiary,145,145,no
admin.,secondary,490,203,no
management,tertiary,62,469,yes
admin.,secondary,1228,116,no
student,secondary,125,215,yes
technician,tertiary,1527,172,no
unemployed,secondary,94,153,yes
management,tertiary,22867,165,no
technician,secondary,3450,169,yes
retired,primary,3324,309,yes
retired,secondary,523,467,yes
blue-collar,secondary,1454,231,yes
management,tertiary,4675,181,yes
management,tertiary,346,122,yes
management,tertiary,1026,138,yes
services,secondary,775,1835,yes
unemployed,secondary,926,382,yes
retired,,7819,261,no
unemployed,tertiary,44,374,no
admin.,tertiary,41,68,no
admin.,tertiary,167,126,no
technician,tertiary,3411,236,no
management,tertiary,455,255,yes
blue-collar,secondary,1568,388,yes
retired,secondary,2204,261,yes
blue-collar,secondary,1686,219,no
management,tertiary,0,176,no
management,tertiary,101,393,no
blue-collar,secondary,711,254,no
retired,,1849,125,no
technician,secondary,7766,1422,yes
technician,secondary,117,959,yes
technician,secondary,1938,229,yes
unemployed,secondary,79,60,no
unemployed,secondary,3195,904,yes
blue-collar,secondary,-46,525,yes
services,secondary,91,207,yes
services,secondary,162,185,no
student,tertiary,311,187,yes
retired,primary,712,557,yes
management,tertiary,2667,251,yes
technician,tertiary,508,431,no
management,tertiary,359,117,no
blue-collar,secondary,509,418,yes
admin.,secondary,0,135,no
management,tertiary,2240,264,yes
services,secondary,4721,288,yes
unemployed,secondary,1416,436,yes
management,tertiary,1016,78,no
admin.,secondary,4608,212,yes
management,tertiary,1509,144,no
student,secondary,3754,106,no
management,tertiary,1077,151,no
blue-collar,secondary,262,427,yes
retired,primary,852,341,no
admin.,secondary,6046,300,yes
housemaid,secondary,465,180,yes
retired,secondary,514,263,yes
student,,7826,133,no
admin.,secondary,304,237,yes
management,tertiary,3342,467,yes
self-employed,tertiary,655,273,yes
retired,secondary,2060,454,no
technician,tertiary,393,281,yes
admin.,tertiary,957,263,no
management,tertiary,1295,698,no
management,tertiary,0,158,no
retired,secondary,81204,390,yes
technician,secondary,2102,547,yes
retired,tertiary,15834,172,no
management,tertiary,3842,163,no
admin.,secondary,961,137,no
blue-collar,primary,82,456,yes
retired,,230,177,yes
technician,tertiary,-67,604,yes
management,tertiary,3696,758,yes
student,tertiary,10596,143,no
technician,secondary,2201,350,yes
management,tertiary,0,113,no
retired,secondary,3771,185,yes
services,secondary,129,218,yes
management,tertiary,589,125,yes
student,,330,232,no
student,tertiary,7529,175,yes
admin.,secondary,2980,930,no
housemaid,primary,26965,654,yes
retired,primary,2693,109,no
technician,,11115,291,yes
retired,primary,796,888,yes
admin.,primary,429,465,yes
blue-collar,secondary,0,1472,yes
retired,secondary,2815,125,no
housemaid,primary,848,605,no
retired,secondary,1058,159,yes
retired,secondary,0,184,yes
management,tertiary,697,545,yes
admin.,secondary,2533,714,no
housemaid,tertiary,19,268,yes
unemployed,tertiary,7222,104,no
management,tertiary,4305,126,no
retired,primary,155,209,yes
self-employed,tertiary,263,203,no
admin.,tertiary,79,389,yes
technician,tertiary,1646,258,yes
management,tertiary,437,338,yes
retired,secondary,935,226,yes
student,secondary,440,54,no
retired,primary,2304,510,yes
housemaid,secondary,1182,118,no
retired,secondary,4968,109,no
admin.,tertiary,97,220,no
management,tertiary,2037,160,no
blue-collar,secondary,1221,182,no
technician,tertiary,0,662,yes
management,tertiary,62,226,yes
services,secondary,618,193,yes
technician,tertiary,2611,177,no
student,secondary,123,267,no
admin.,secondary,260,306,yes
management,tertiary,2987,216,yes
management,tertiary,8000,331,yes
blue-collar,secondary,1004,393,yes
technician,tertiary,197,234,yes
retired,primary,9367,700,yes
retired,tertiary,6027,809,yes
management,tertiary,583,376,yes
retired,primary,639,353,yes
technician,secondary,3144,212,yes
technician,secondary,1191,214,yes
management,secondary,4,122,no
retired,primary,3230,341,yes
self-employed,tertiary,3293,260,no
management,tertiary,613,211,no
management,tertiary,1967,774,no
blue-collar,secondary,641,417,yes
technician,tertiary,172,13,no
management,tertiary,0,302,yes
admin.,secondary,0,187,yes
technician,secondary,2823,215,yes
services,secondary,1970,30,no
admin.,secondary,592,49,no
management,tertiary,187,206,yes
admin.,secondary,2971,722,no
technician,tertiary,2,2389,no
retired,,2540,278,yes
blue-collar,secondary,322,434,yes
management,tertiary,938,472,no
admin.,tertiary,3221,379,yes
retired,secondary,3189,208,yes
housemaid,primary,1230,288,yes
management,tertiary,572,339,yes
technician,secondary,403,247,yes
management,tertiary,3301,485,yes
technician,tertiary,705,544,yes
blue-collar,secondary,955,301,yes
admin.,secondary,131,522,yes
management,,1708,193,no
technician,secondary,254,167,no
technician,secondary,697,220,no
blue-collar,,960,180,no
technician,tertiary,1818,427,no
technician,secondary,825,472,yes
technician,tertiary,122,266,yes
housemaid,primary,976,345,yes
management,,2724,359,yes
,primary,1884,133,no
student,secondary,314,189,no
management,tertiary,2939,385,no
unemployed,secondary,978,660,yes
technician,secondary,555,255,no
